name,description,url
duration,A duration order book protocol. Flexible daily-rate commitments with 1inch settlement.,https://ethglobal.com/showcase/duration-pairy
TxInsight,A dashboard for wallet analysis that tracks transaction history with detailed,https://ethglobal.com/showcase/txinsight-octjn
ETH2CardanoSwap,Creating swap protocol between Ethereum and Cardano on Fusion+,https://ethglobal.com/showcase/eth2cardanoswap-nt7m6
NearFusion,Cross-chain atomic swaps between Ethereum/EVM chains and NEAR using HTLCs and TEE security,https://ethglobal.com/showcase/nearfusion-3fxoz
Cardano warmhole,"Cross-chain swap protocol enabling secure, atomic token swaps between Ethereum and Cardano testnets.",https://ethglobal.com/showcase/cardano-warmhole-oac9v
SwapYourSuiiii,Seamless cross-chain token atomic swaps between EVM and Sui using 1inch LOP and HTLCs,https://ethglobal.com/showcase/swapyoursuiiii-xwsm8
🔥Fusion+ Starknet🔥,Extending 1inch Fusion+ to non-EVM chains for intent-based swaps!,https://ethglobal.com/showcase/fire-fusion-starknet-fire-imo9p
Dripify,"A full-stack dApp for executing large, non-custodial TWAP orders on the 1inch LOP",https://ethglobal.com/showcase/dripify-tfv60
Fusion Pay,Connect fiat & crypto effortlessly! Seamless on/off-ramp with low fees & top security,https://ethglobal.com/showcase/fusion-pay-6ago6
fusion-sui,Extending the fusion plus to support the sui network which enables cross-chain swap,https://ethglobal.com/showcase/fusion-sui-dry0i
SuniFi,A cross-chain atomic swap dApp that extends 1inch Fusion+ to Sui,https://ethglobal.com/showcase/sunifi-i1s4p
defi-terminal,"defi-terminal is a browser-based CLI for DeFi operations. You can swap tokens, check prices & more",https://ethglobal.com/showcase/defi-terminal-aoyjc
InterchainX,InterchainX is an infrastructure for cross-chain swaps between Eth and Cosmos by leveraging 1inch.,https://ethglobal.com/showcase/interchainx-mk6c9
InterchainX,InterchainX is an infrastructure for cross-chain swaps between Eth and Cosmos by leveraging 1inch.,https://ethglobal.com/showcase/interchainx-mk6c9
Ezei,Atomic swap based on SEI blockchain. Swap between SEI and EVM chains,https://ethglobal.com/showcase/ezei-3nsi8
UniteSwap,Rust CLI enabling trustless atomic swaps between EVM & non-EVM chains via 1inch Fusion+ extension,https://ethglobal.com/showcase/uniteswap-foxc0
Poseidon,"1inch Fusion+ extension for Starknet, with a possibility to swap  from EVM chains to Starknet",https://ethglobal.com/showcase/poseidon-9667e
1inch near extension,NEAR with Fusion+ integration: Seamlessly bridging NEAR and decentralized finance.,https://ethglobal.com/showcase/1inch-near-extension-7kj69
PiggyPot,"PiggyPot: one-click AI Web3 investing—1inch swaps & Uniswap V3 liquidity, no blockchain know-how",https://ethglobal.com/showcase/piggypot-52f48
FusionX,Seamless Ethereum ↔ XRPL swaps: Extending 1inch Fusion+ with secure hashlock & timelock features,https://ethglobal.com/showcase/fusionx-xhhtx
Banture,DeFi access for the unconnected users in LDCs and low internet access communities.,https://ethglobal.com/showcase/banture-s9d54
ZK-IdentitySwap,Private asset swaps using ZK proofs to link wallets without revealing identities,https://ethglobal.com/showcase/zk-identityswap-uhpsr
CosmicFusion,A cross chain swap between cosmos chain and EVM chain using minimal setup,https://ethglobal.com/showcase/cosmicfusion-88yit
DeFi 1inch Commander,"DeFi 1inch Commander: A next-gen DeFi dashboard for portfolio, swaps, and risk, using 1inch APIs.",https://ethglobal.com/showcase/defi-1inch-commander-26c50
uniter.sh,A terminal tool that sweeps dust tokens into one asset using the best 1inch swap routes,https://ethglobal.com/showcase/uniter-sh-qe8c8
Nether Swap,"Nether Swap: Unlocking a portal between worlds for secure Ethereum <> Sui swaps, powered by 1inch",https://ethglobal.com/showcase/nether-swap-a41pr
Mesh,Mesh a Gas-free Platform for Safe and secure   swaps between Ethereum and Sui,https://ethglobal.com/showcase/mesh-jjjce
Inchano,Inchano enables bidirectional cross-chain swaps between Ethereum and Cardano using 1inch Fusion+.,https://ethglobal.com/showcase/inchano-1pq1v
Zenith DeFi,Zenith DeFi: Instant cross-exchange liquidity via state channels - 1inch integration🚀,https://ethglobal.com/showcase/zenith-defi-zbtcm
United,"1inch Fusion+ cross-chain swaps to support 3 additional chains: Monad, Sui, and Stellar",https://ethglobal.com/showcase/united-12p77
Nuvex,"Seamless cross-chain swaps via 1inch Fusion: ETH ↔  XRPL, Cardano with atomic security.",https://ethglobal.com/showcase/nuvex-wmc61
Aloo Fry,Working on 1inch fusion plus between tezos and etheruem using hardhat for solidity deployment,https://ethglobal.com/showcase/aloo-fry-u42g6
Smart1inch,"An extension of 1inch Fusion+ to facilitate Tezos-EVM bidirectional cross-chain swaps, using SmartPy",https://ethglobal.com/showcase/smart1inch-23jt0
Near-FusionSwap,Cross-chain atomic swaps between Polygon & NEAR using HTLC contarcts and 1inch Fusion+ protocol,https://ethglobal.com/showcase/near-fusionswap-y8zxn
PegaSwap,PegaSwap is a wallet that allows users to swap between all EVM tokens and all Tezos tokens.,https://ethglobal.com/showcase/pegaswap-69b92
func() swap,Func() Swap is an extension of 1inch Fusion+ that enables swaps b/w EVM and Cosmos/Near.,https://ethglobal.com/showcase/func-swap-cjhuc
Obscura Swap,1Inch Fusion+ swap between EVM <-> Bitcoin chain with Privacy,https://ethglobal.com/showcase/obscura-swap-21gpq
Synappay,"SynapPay enables seamless, secure cross-chain swaps between Ethereum and Stellar using 1inch Fusion+",https://ethglobal.com/showcase/synappay-0f5wk
TonFusion,TonFusion is an extension for 1inch Fusion+ that enables swaps between EVM and TON,https://ethglobal.com/showcase/tonfusion-rbs33
ICP X 1Inch Fusion+,A novel extension for 1inch Cross-chain Swap (Fusion+) that enables swaps between Ethereum and ICP,https://ethglobal.com/showcase/icp-x-1inch-fusion-m5sk7
0xSwap,"0xSwap: Mint magical SwapScroll NFTs for seamless, blazing-fast cross-chain token swaps! 🚀✨",https://ethglobal.com/showcase/0xswap-6sy8u
CosmicDeFi,"Monad,Sui and Sepolia Extension of 1inch Fusion+ swap. We made custom relayer and db.",https://ethglobal.com/showcase/cosmicdefi-z9q8t
Unite Cosmos,Unite Cosmos: Fusion Plus/Atomic swap between cosmos and ethereum,https://ethglobal.com/showcase/unite-cosmos-v2mzp
1inchTeleport,Cross-protocol DeFi: collect fees & migrate liquidity between multiple protocols in 1 transaction,https://ethglobal.com/showcase/1inchteleport-huiuk
FlipPay,Functioning XCM-Swapping between Ethereum - Polkadot verifiable on-chain,https://ethglobal.com/showcase/flippay-qhqwf
Alpha Arena,Alpha Arena: P2P DeFi trading duels where winner takes all based on on-chain P&L. No middlemen.,https://ethglobal.com/showcase/alpha-arena-t6ocr
Alpha Arena,Alpha Arena: P2P DeFi trading duels where winner takes all based on on-chain P&L. No middlemen.,https://ethglobal.com/showcase/alpha-arena-t6ocr
Covered Calls Vault,Covered Call Options Vault using 1inch Limit Order Protocol with ERC1155 Proxy extensions,https://ethglobal.com/showcase/covered-calls-vault-6xh1h
ThunderPortal,Atomic swaps between ETH and BTC extending 1inch Fusion+ with custom Bitcoin HTLC service.,https://ethglobal.com/showcase/thunderportal-haf30
henshin,A bidirectional swapping mechanism from ETH<->MONAD with fusion+,https://ethglobal.com/showcase/henshin-8kp4u
Cosmic-Link,Cross Chain Swap on top of  1inch Fusion+. EVM ↔Cosmos(Injective) w gasless UX& live tracking using,https://ethglobal.com/showcase/cosmic-link-uryif
Not1inch,Cross-chain swap between EVM & Sui using 1inch Fusion+ and intent-based atomic swaps.,https://ethglobal.com/showcase/not1inch-z1ia6
FusionYield,"Multi-chain yield optimizer w/ cross-chain swaps on Cosmos, ICP, Etherlink, Eth via 1inch Fusion+",https://ethglobal.com/showcase/fusionyield-8r05h
AdaptaFlow,self-adjusting limit orders that automatically optimize slippage based on realtime market volatility,https://ethglobal.com/showcase/adaptaflow-66h2b
Bundl,"Ownable, tradable portfolios bundling assets as NFTs. Organize & send crypto like digital vaults.",https://ethglobal.com/showcase/bundl-gg1gk
Sway,Bidirectional cross-chain swaps between Ethereum and Sui using 1inch Fusion+ extended protocol,https://ethglobal.com/showcase/sway-xcvna
StellarFusion💫,StellarFusion - a Platform to Create and Fulfil Cross Chain Swap Orders Between ETH <> Stellar.,https://ethglobal.com/showcase/stellarfusion-dizzy-z1nw0
Intent Journal,"AI journal embeds intents, recs 1inch Fusion+ swaps on Etherlink, gens social posts",https://ethglobal.com/showcase/intent-journal-1pyhw
XMBL Liquid Token,"Activate XMBL tokens to build an app, provide network services, and earn yield",https://ethglobal.com/showcase/xmbl-liquid-token-gamd3
gm-fusion-plus,Enables using Fusion+ protocol through a terminal user interface,https://ethglobal.com/showcase/gm-fusion-plus-1nhx1
PortfoliOne,One-click DeFi portfolio rebalancing with optimal swap rates,https://ethglobal.com/showcase/portfolione-rqwta
KEMBridge,KEMBridge is a cross-chain bridge with post-quantum security and built-in AI analysis.,https://ethglobal.com/showcase/kembridge-0w4bk
MoleSwap,Extension for 1inch Cross-chain Swap (Fusion+) that enables swaps between EVM and TON,https://ethglobal.com/showcase/moleswap-qte13
1inchXNear,Atomic cross-chain ETH ↔ NEAR swaps via HTLC using a 1inch Fusion+ post-interaction extension.,https://ethglobal.com/showcase/1inchxnear-0qtm7
Sui-Fusion-Plus,Best and most secure Sui <> EVM cross chain swap. Deployed and tested with best practice.,https://ethglobal.com/showcase/sui-fusion-plus-1cz3m
Hashield,Private web3 browsing powered by Monero<>EVM atomic swaps and Fusion +,https://ethglobal.com/showcase/hashield-hdav6
ScrollSwap,"Trustless ETH-Scroll cross-chain swaps with HTLCs, resolvers, and real-time pricing.",https://ethglobal.com/showcase/scrollswap-96qo1
1Node,No-code cross-chain DeFi automations powered by 1inch Fusion+,https://ethglobal.com/showcase/1node-fqnt9
Fusion Plus Bridge,"Trustless cross-chain swaps using 1inch atomic swaps - no bridges, no custody, pure mathematics",https://ethglobal.com/showcase/fusion-plus-bridge-dkj6a
OPA,No-code visual strategy builder for automation on top of 1inch Limit Order Protocol,https://ethglobal.com/showcase/opa-irqup
1Inch-Aptos Portal,Swaps between 1inch EVM and Aptos blockchain allowing for non-evm and evm interoperability,https://ethglobal.com/showcase/1inch-aptos-portal-np9co
genSwaps,gen-swaps allows easy swapping of token across different protocols,https://ethglobal.com/showcase/genswaps-hqxua
Swappie,Simple swap on base on 1inch API key with a frendly UI and simply made it),https://ethglobal.com/showcase/swappie-qmcxp
Fusion Jar,FusionJar lets you automate $1-$10 swaps cross-chain with 1inch Fusion+—DeFi made easy.,https://ethglobal.com/showcase/fusion-jar-paomd
PaperMint,"Enable everyone to manage crypto invoicing easily, powered by 1inch",https://ethglobal.com/showcase/papermint-vgz36
DefiScape MCP,an MCP server that securely proxies the 1inch API for LLM to analyze DeFi revenue opportunities.,https://ethglobal.com/showcase/defiscape-mcp-4rbr0
OmniMonster,omnimonster: Chat-driven cross-chain swaps between Ethereum and Other Chain via 1inch Fusion+,https://ethglobal.com/showcase/omnimonster-6rfn2
Troy,Troy is an extension for 1inch Fusion+ that enables swaps between Ethereum and Tron,https://ethglobal.com/showcase/troy-ehkd3
Stellinch,Cross-chain atomic swap between Base/ETH and Stellar/XLM using HTLCs and 1inch integration,https://ethglobal.com/showcase/stellinch-xgo5p
Stellinch,Cross-chain atomic swap between Base/ETH and Stellar/XLM using HTLCs and 1inch integration,https://ethglobal.com/showcase/stellinch-xgo5p
Stellarion,"Cross-chain swaps between Stellar & Ethereum with 1inch Fusion+ - fast, secure, gasless.",https://ethglobal.com/showcase/stellarion-m6jt3
TriggerFi,Dynamic capital allocation infrastructure through real world triggers,https://ethglobal.com/showcase/triggerfi-ite9o
MoveB,"Smooth Swap UI between EVM and Sui through Fusion+, make Defi cross each chain.",https://ethglobal.com/showcase/moveb-p97a6
Batch Swapper,Smart wallet powered by 1inch. Ability to make crypto asset portfolio with minimal transactions,https://ethglobal.com/showcase/batch-swapper-j5q2a
DefiVaultPro,DefiVault Pro is a portfolio management app that uses 1inch APIs for unified DeFi investments.,https://ethglobal.com/showcase/defivaultpro-io6b6
Crossline,Cross-chain on/off-ramp powered by custom order matching using state channels and limit orders.,https://ethglobal.com/showcase/crossline-ximz3
Garden-1-Inch,"Fusion+ swaps across Monad, Bitcoin, Starknet, Sui & more for seamless multi-chain trading.",https://ethglobal.com/showcase/garden-1-inch-4xj8m
MoveOrbit,Extension to 1inch Fusion+ for the Move-based blockchains Sui and Aptos,https://ethglobal.com/showcase/moveorbit-8i4cf
Swift,Cross-chain DeFi app extending 1inch Fusion+ with HashLock security. Swap tokens across blockchains.,https://ethglobal.com/showcase/swift-1166g
1nsync,"1NSYNC:The Ultimate Modular DeFi Trading Platform: Gas-Optimized Swap, SAFU Rescue , Batch SWAP",https://ethglobal.com/showcase/1nsync-icb8v
Fusion+Aptos,This is a Aptos Extension for 1inch's Fusion+ for gasless exchange,https://ethglobal.com/showcase/fusion-aptos-df51n
FusionSwapUI,Guided cross-chain swaps using Fusion+ and live status updates,https://ethglobal.com/showcase/fusionswapui-mb6hc
OptimizeDeFi,Agentic AI powered DeFi Dashboard powered by 1Inch to enable cross-chain DeFi,https://ethglobal.com/showcase/optimizedefi-wgixe
Polka-Fusion,Polka-Fusion = 1inch Cross-chain Swap (Fusion+) that enables swaps between Ethereum and Polkadot.,https://ethglobal.com/showcase/polka-fusion-zfqdf
UniPortfolio,"Unified DeFi portfolio management across blockchains, enabling cross chain EVM/non-EVM swap.",https://ethglobal.com/showcase/uniportfolio-3ger5
LockedIn,"Secure, atomic cross-chain swaps between evm and non evm chains, but easier.",https://ethglobal.com/showcase/lockedin-hvsow
DeFi PulseX,A modern and gamified decentralized finance (DeFi) trading terminal,https://ethglobal.com/showcase/defi-pulsex-sq5m6
Only Tokens,Cross chain swap integration for 1inch Fusion+ with Cosmos and Dogecoin,https://ethglobal.com/showcase/only-tokens-ukpiq
zkFusion,"ZK-powered Dutch auctions for fast, private, provable intent settlement - Extension for 1inch LOP",https://ethglobal.com/showcase/zkfusion-u2d0g
FusePay,An app that lets users consolidate funds from multiple chains (EVM & non-EVM).,https://ethglobal.com/showcase/fusepay-wihvn
Petfolio Guardian,A DeFi platform that combines automated DCA trading with virtual pet care.,https://ethglobal.com/showcase/petfolio-guardian-900jn
DeFinite1,"DeFinite1: A non-custodial, multi-chain treasury dashboard for DAOs, startups & DeFi pros.",https://ethglobal.com/showcase/definite1-j7wwf
PFP2E,"We are the invisible, permissionless infrastructure for verifying and rewarding digital identity.",https://ethglobal.com/showcase/pfp2e-iuas4
hermes,Hermes is a Fusion+ implementation enabling swaps between Stellar and Ethereum.,https://ethglobal.com/showcase/hermes-1orzi
